UNICA ATACADISTA DE TINTAS

COMPRAS POR FORNECEDOR - ANALÍTICO 17/07/2026 16:36

Gerar por data de : EMISSÃO
Data Inicial : 01/01/2026
Data Final : 30/06/2026
Número do documento de Entrada : TODOS
Espécie do documento de Entrada : TODOS
Série do documento de Entrada : TODOS
Empresa : 009-UNICA ATACADISTA DE TINTAS
Item : TODOS
Descrição do item : TODOS
Fornecedor : TODOS
Marca : TODOS
Linha / Grupo : TODOS
Departamento : TODOS
Grupo de produtos : TODOS
Grupo de compra : TODOS
Unidade : TODOS
Acordo de Objetivos : NÃO
Exibir quantidade convertida em embalagens : NÃO
Destino : CSV

DOCUMENTO;FORNECEDOR;DATA;CÓDIGO;DESCRIÇÃO DO ITEM;REFERÊNCIA;MARCA;UNID;VR. UNIT.;QUANTID.;LITR./QUILOS;TOT. PROD.;VR. IPI;VR. SUBST.;VR. FRETE;DES. ACE.;OUT.DES;VR.ICMS;DESC. ESP;VR. CONTÁBIL
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85224";"ROLO MICROFIBRA RENDEPLUS 23CM 327/19 ATLAS";"";"ATLAS";"UN";8,98;60,00;0,00;538,80;0,00;0,00;0,00;0,00;0,00;37,72;0,00;538,80
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85225";"ROLO MICROFIBRA RENDEPLUS 23CM 327/23 ATLAS";"";"ATLAS";"UN";8,64;12,00;0,00;103,68;0,00;0,00;0,00;0,00;0,00;7,26;0,00;103,68
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.86939";"ROLO PELE DE CARNEIRO EXTRA 23CM 322/22 ATLAS";"";"ATLAS";"UN";36,60;36,00;0,00;1.317,60;0,00;0,00;0,00;0,00;0,00;92,23;0,00;1.317,60
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85056";"ROLO POLIAMIDA ANTIGOTA 15CM 321/15 ATLAS";"";"ATLAS";"UN";11,69;24,00;0,00;280,56;0,00;0,00;0,00;0,00;0,00;19,64;0,00;280,56
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.84420";"ROLO POLIAMIDA ANTIGOTA 23CM 321/10 ATLAS";"";"ATLAS";"UN";14,99;24,00;0,00;359,76;0,00;0,00;0,00;0,00;0,00;25,18;0,00;359,76
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85057";"ROLO POLIAMIDA ANTIGOTA 9CM 321/9 ATLAS";"";"ATLAS";"UN";7,74;24,00;0,00;185,76;0,00;0,00;0,00;0,00;0,00;13,00;0,00;185,76
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85052";"ROLO+GARFO TEXTURA RUSTICA 10CM AT155/10SR ATLAS";"";"ATLAS";"UN";17,18;12,00;0,00;206,16;0,00;0,00;0,00;0,00;0,00;14,43;0,00;206,16
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85036";"TRINCHA 315 1 1/2  PINTURA RECORTE E ACAB. PLUMATEK AT315/4 ATLAS";"";"ATLAS";"UN";3,85;12,00;0,00;46,20;0,00;0,00;0,00;0,00;0,00;3,23;0,00;46,20
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85035";"TRINCHA 315 1  PINTURA RECORTE E ACAB. PLUMATEK AT315/3 ATLAS";"";"ATLAS";"UN";3,05;60,00;0,00;183,00;0,00;0,00;0,00;0,00;0,00;12,81;0,00;183,00
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85038";"TRINCHA 315 2 1/2  PINTURA RECORTE E ACAB. PLUMATEK AT315/6 ATLAS";"";"ATLAS";"UN";6,18;24,00;0,00;148,32;0,00;0,00;0,00;0,00;0,00;10,38;0,00;148,32
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85037";"TRINCHA 315 2  PINTURA RECORTE E ACAB. PLUMATEK AT315/5 ATLAS";"";"ATLAS";"UN";4,64;24,00;0,00;111,36;0,00;0,00;0,00;0,00;0,00;7,80;0,00;111,36
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85043";"TRINCHA 319 1  PINTURA ESMALTE 319/3 ATLAS";"";"ATLAS";"UN";2,76;24,00;0,00;66,24;0,00;0,00;0,00;0,00;0,00;4,64;0,00;66,24
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85041";"TRINCHA 319 1/2  PINTURA ESMALTE 319/1 ATLAS";"";"ATLAS";"UN";1,46;12,00;0,00;17,52;0,00;0,00;0,00;0,00;0,00;1,23;0,00;17,52
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.85045";"TRINCHA 319 2  PINTURA ESMALTE 319/5 ATLAS";"";"ATLAS";"UN";4,03;36,00;0,00;145,08;0,00;0,00;0,00;0,00;0,00;10,16;0,00;145,08
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10114";"TRINCHA 395 1 1/2  PINTURA LATEX E ACRILICA 395/4 ATLAS";"";"ATLAS";"UN";2,91;120,00;0,00;349,20;0,00;0,00;0,00;0,00;0,00;24,44;0,00;349,20
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10115";"TRINCHA 395 1  PINTURA LATEX E ACRILICA 395/3 ATLAS";"";"ATLAS";"UN";2,19;60,00;0,00;131,40;0,00;0,00;0,00;0,00;0,00;9,20;0,00;131,40
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10116";"TRINCHA 395 1/2  PINTURA LATEX E ACRILICA 395/1 ATLAS";"";"ATLAS";"UN";1,37;36,00;0,00;49,32;0,00;0,00;0,00;0,00;0,00;3,45;0,00;49,32
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10117";"TRINCHA 395 2 1/2  PINTURA LATEX E ACRILICA 395/6 ATLAS";"";"ATLAS";"UN";4,81;60,00;0,00;288,60;0,00;0,00;0,00;0,00;0,00;20,20;0,00;288,60
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10118";"TRINCHA 395 2  PINTURA LATEX E ACRILICA 395/5 ATLAS";"";"ATLAS";"UN";3,70;60,00;0,00;222,00;0,00;0,00;0,00;0,00;0,00;15,54;0,00;222,00
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10120";"TRINCHA 395 3  PINTURA LATEX E ACRILICA 395/7 ATLAS";"";"ATLAS";"UN";7,35;60,00;0,00;441,00;0,00;0,00;0,00;0,00;0,00;30,87;0,00;441,00
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10119";"TRINCHA 395 3/4  PINTURA LATEX E ACRILICA 395/2 ATLAS";"";"ATLAS";"UN";1,43;12,00;0,00;17,16;0,00;0,00;0,00;0,00;0,00;1,20;0,00;17,16
"000001021702-NF-009";"00000008 - PINCEIS ATLAS S.A.";05/03/2026;"030028.10121";"TRINCHA 395 4  PINTURA LATEX E ACRILICA 395/9 ATLAS";"";"ATLAS";"UN";8,42;120,00;0,00;1.010,40;0,00;0,00;0,00;0,00;0,00;40,42;0,00;1.010,40
"000001023449-NF-009";"00000008 - PINCEIS ATLAS S.A.";20/03/2026;"020040.85743";"FILME MASCARAMENTO C/ FITA CREPE 1,5MTX20MT AT2220/150 ATLAS";"";"ATLAS";"DC";14,35;12,00;0,00;172,20;25,83;0,00;0,00;0,00;0,00;6,89;0,00;198,03
"000001023449-NF-009";"00000008 - PINCEIS ATLAS S.A.";20/03/2026;"030028.85716";"KIT DE PINTURA ANTIRESPINGO 3 PEÇAS 2003 ATLAS";"";"ATLAS";"UN";13,63;12,00;0,00;163,56;0,00;0,00;0,00;0,00;0,00;11,45;0,00;163,56
"000001023449-NF-009";"00000008 - PINCEIS ATLAS S.A.";20/03/2026;"030028.85049";"ROLO ESPUMA POLYESTER CINZA 23CM 406/23 ATLAS";"";"ATLAS";"UN";9,44;12,00;0,00;113,28;0,00;0,00;0,00;0,00;0,00;7,93;0,00;113,28
"000001023449-NF-009";"00000008 - PINCEIS ATLAS S.A.";20/03/2026;"030028.84702";"ROLO TEXTURA RUSTICA 23CM 1155 ATLAS";"";"ATLAS";"UN";26,53;60,00;0,00;1.591,80;0,00;0,00;0,00;0,00;0,00;111,43;0,00;1.591,80
"000001023719-NF-009";"00000008 - PINCEIS ATLAS S.A.";21/03/2026;"030028.84702";"ROLO TEXTURA RUSTICA 23CM 1155 ATLAS";"";"ATLAS";"UN";26,53;36,00;0,00;955,08;0,00;0,00;0,00;0,00;0,00;66,86;0,00;955,08
"000000408666-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";12/02/2026;"020035.10123";"PRIMER MULTIFILL AUTOCOLOR PPG";"";"AUTOCOLOR";"UN";31,86;48,00;0,00;1.529,28;49,70;0,00;36,87;0,00;0,00;0,00;0,00;1.578,98
"000000408666-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";12/02/2026;"020005.10155";"MASSA DE POLIR N2 BRANCA 990GR PPG";"";"AUTOCOLOR";"UN";22,90;144,00;0,00;3.297,60;214,34;0,00;79,49;0,00;0,00;230,83;0,00;3.511,94
"000000416068-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";24/04/2026;"020035.10123";"PRIMER MULTIFILL AUTOCOLOR PPG";"";"AUTOCOLOR";"UN";33,75;72,00;0,00;2.430,00;78,98;0,00;55,36;0,00;0,00;0,00;0,00;2.508,98
"000000416068-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";24/04/2026;"020005.10155";"MASSA DE POLIR N2 BRANCA 990GR PPG";"";"AUTOCOLOR";"UN";24,26;84,00;0,00;2.037,84;132,46;0,00;46,43;0,00;0,00;142,65;0,00;2.170,30
"000000421520-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";15/06/2026;"020035.10123";"PRIMER MULTIFILL AUTOCOLOR PPG";"";"AUTOCOLOR";"UN";33,76;84,00;0,00;2.835,84;92,16;0,00;64,53;0,00;0,00;0,00;0,00;2.928,00
"000000421520-NF-009";"00000009 - PPG INDUSTRIAL DO BRASIL TINTAS E VERNIZES LTDA";15/06/2026;"020005.10155";"MASSA DE POLIR N2 BRANCA 990GR PPG";"";"AUTOCOLOR";"UN";24,26;96,00;0,00;2.328,96;151,38;0,00;52,99;0,00;0,00;163,03;0,00;2.480,34
"000002425802-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";05/01/2026;"020007.10223";"DISCO HOOKIT 800 NORTON";"";"NORTON";"UN";2,22;204,00;0,00;451,90;0,00;0,00;102,74;0,00;0,00;18,30;0,00;457,55
"000002427046-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";13/01/2026;"020040.23425";"FLAP DISCO P40 EVOLUTION 115X22 NORTON";"";"NORTON";"UN";13,08;200,00;0,00;2.616,80;0,00;0,00;141,58;0,00;0,00;105,98;0,00;2.649,51
"000002427545-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";14/01/2026;"020040.23425";"FLAP DISCO P40 EVOLUTION 115X22 NORTON";"";"NORTON";"UN";13,16;400,00;0,00;5.262,80;0,00;0,00;189,06;0,00;0,00;213,14;0,00;5.328,59
"000002428540-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.83825";"DISCO DE LIXA SECO A396 DP P0040 152X1X6 NORTON";"";"NORTON";"UN";1,96;306,00;0,00;598,41;0,00;0,00;105,36;0,00;0,00;42,41;0,00;605,89
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.10162";"DISCO AVOS F900 P 036 115X22.23MM NORTON";"";"NORTON";"UN";10,58;100,00;0,00;1.058,34;0,00;0,00;23,72;0,00;0,00;75,01;0,00;1.071,57
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.22024";"DISCO DE DESBASTE CLASSIC BDA600 115X6.4X22.23 NORTON";"";"NORTON";"UN";6,31;50,00;0,00;315,50;0,00;0,00;7,07;0,00;0,00;22,36;0,00;319,44
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.23406";"DISCO FLAP FIBRA ORIGINAL R822 P040 115X22,23MM NORTON";"";"NORTON";"UN";10,17;30,00;0,00;305,01;0,00;0,00;6,83;0,00;0,00;21,62;0,00;308,82
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10224";"DISCO HOOKIT 120 NORTON";"";"NORTON";"UN";2,26;510,00;0,00;1.150,70;0,00;0,00;25,78;0,00;0,00;81,56;0,00;1.165,08
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10226";"DISCO HOOKIT 150 NORTON";"";"NORTON";"UN";2,26;2.550,00;0,00;5.753,50;0,00;0,00;128,93;0,00;0,00;407,78;0,00;5.825,42
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10232";"DISCO HOOKIT 320 NORTON";"";"NORTON";"UN";2,18;4.590,00;0,00;10.027,35;0,00;0,00;224,70;0,00;0,00;406,11;0,00;10.152,69
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10237";"DISCO HOOKIT 600 NORTON";"";"NORTON";"UN";2,18;1.428,00;0,00;3.119,62;0,00;0,00;69,91;0,00;0,00;126,34;0,00;3.158,62
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020056.20189";"DISCO REMOVEDOR DE ADESIVO 95MM NORTON";"";"NORTON";"UN";59,95;20,00;0,00;1.198,92;39,45;0,00;26,87;0,00;0,00;48,56;0,00;1.253,36
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.24170";"DISCO STRIP PRETO 115X22.23MM NORTON";"";"NORTON";"UN";36,09;30,00;0,00;1.082,58;0,00;0,00;24,25;0,00;0,00;43,84;0,00;1.096,11
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10238";"LIXA SECO A275 Nº 080 NORTON";"";"NORTON";"UN";2,17;4.200,00;0,00;9.121,77;0,00;0,00;204,41;0,00;0,00;369,43;0,00;9.235,79
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10240";"LIXA SECO A275 Nº 150 NORTON";"";"NORTON";"UN";2,17;1.000,00;0,00;2.171,85;0,00;0,00;48,67;0,00;0,00;87,96;0,00;2.199,00
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10246";"LIXA SECO A275 Nº 800 NORTON";"";"NORTON";"UN";1,87;3.000,00;0,00;5.613,45;0,00;0,00;125,79;0,00;0,00;227,34;0,00;5.683,62
"000002428650-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020005.22998";"MASSA DE POLIR N2 1KG NORTON";"FL";"NORTON";"UN";24,94;24,00;0,00;598,56;0,00;0,00;13,41;0,00;0,00;42,42;0,00;606,04
"000002428651-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10244";"LIXA SECO A275 Nº 400 NORTON";"";"NORTON";"UN";1,87;4.000,00;0,00;7.484,60;0,00;0,00;167,73;0,00;0,00;303,13;0,00;7.578,16
"000002428652-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.23434";"DISCO DE CORTE CLASSIC AR102 115X1.0X22.23MM NORTON";"";"NORTON";"UN";2,44;75,00;0,00;183,18;0,00;0,00;4,11;0,00;0,00;12,98;0,00;185,47
"000002428653-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10236";"DISCO HOOKIT 080 NORTON";"";"NORTON";"UN";2,26;4.590,00;0,00;10.356,30;0,00;0,00;232,07;0,00;0,00;734,00;0,00;10.485,75
"000002428653-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10238";"LIXA SECO A275 Nº 080 NORTON";"";"NORTON";"UN";2,17;2.800,00;0,00;6.081,18;0,00;0,00;136,27;0,00;0,00;246,29;0,00;6.157,19
"000002428654-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10243";"LIXA SECO A275 Nº 320 NORTON";"";"NORTON";"UN";1,87;7.000,00;0,00;13.098,05;0,00;0,00;293,52;0,00;0,00;530,47;0,00;13.261,78
"000002428655-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020040.10213";"DISCO DE CORTE BNA12 115X1.0X22.23MM NORTON";"";"NORTON";"UN";5,75;200,00;0,00;1.150,80;0,00;0,00;25,79;0,00;0,00;81,56;0,00;1.165,19
"000002428655-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020007.10245";"LIXA SECO A275 Nº 600 NORTON";"";"NORTON";"UN";1,87;5.000,00;0,00;9.355,75;0,00;0,00;209,66;0,00;0,00;378,91;0,00;9.472,70
"000002428655-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";16/01/2026;"020028.21385";"REDUTOR DE IMPACTO INTERFACE 152X0X6MM NORTON";"";"NORTON";"PC";39,97;24,00;0,00;959,34;0,00;0,00;21,50;0,00;0,00;67,99;0,00;971,33
"000002429074-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";17/01/2026;"020040.10163";"DISCO AVOS F900 P 050 115X22.23MM NORTON";"";"NORTON";"UN";9,02;200,00;0,00;1.803,98;0,00;0,00;40,43;0,00;0,00;127,86;0,00;1.826,53
"000002429555-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";20/01/2026;"020007.10242";"LIXA SECO A275 Nº 220 NORTON";"";"NORTON";"UN";2,17;3.000,00;0,00;6.515,55;0,00;0,00;211,53;0,00;0,00;263,88;0,00;6.596,99
"000002430844-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";22/01/2026;"020007.83825";"DISCO DE LIXA SECO A396 DP P0040 152X1X6 NORTON";"";"NORTON";"UN";1,96;306,00;0,00;598,41;0,00;0,00;34,31;0,00;0,00;42,41;0,00;605,89
"000002430844-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";22/01/2026;"020040.10163";"DISCO AVOS F900 P 050 115X22.23MM NORTON";"";"NORTON";"UN";9,02;200,00;0,00;1.803,98;0,00;0,00;103,42;0,00;0,00;127,86;0,00;1.826,53
"000002431993-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";24/01/2026;"020040.23396";"DISCO FLAP FIBRA CLASSIC R801 P040 115X22,23MM NORTON";"";"NORTON";"UN";6,61;200,00;0,00;1.321,74;0,00;0,00;33,91;0,00;0,00;93,68;0,00;1.338,26
"000002431994-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";24/01/2026;"020040.23396";"DISCO FLAP FIBRA CLASSIC R801 P040 115X22,23MM NORTON";"";"NORTON";"UN";6,61;200,00;0,00;1.321,74;0,00;0,00;33,91;0,00;0,00;93,68;0,00;1.338,26
"000002431994-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";24/01/2026;"020007.10230";"DISCO HOOKIT 220 NORTON";"";"NORTON";"UN";2,26;4.590,00;0,00;10.356,30;0,00;0,00;265,70;0,00;0,00;734,00;0,00;10.485,75
"000002434718-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";29/01/2026;"020007.10234";"DISCO HOOKIT 400 NORTON";"";"NORTON";"UN";2,26;1.020,00;0,00;2.301,40;0,00;0,00;135,92;0,00;0,00;163,11;0,00;2.330,17
"000002442741-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";09/02/2026;"020040.23425";"FLAP DISCO P40 EVOLUTION 115X22 NORTON";"";"NORTON";"UN";13,16;400,00;0,00;5.262,80;0,00;0,00;189,06;0,00;0,00;213,14;0,00;5.328,59
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020059.20466";"CONTROLE DE LIXAMENTO 100G NORTON";"FL";"NORTON";"UN";53,44;4,00;0,00;213,74;0,00;0,00;5,36;0,00;0,00;15,15;0,00;216,41
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.22024";"DISCO DE DESBASTE CLASSIC BDA600 115X6.4X22.23 NORTON";"";"NORTON";"UN";6,66;50,00;0,00;333,20;0,00;0,00;8,37;0,00;0,00;23,62;0,00;337,37
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.85197";"DISCO FLAP PLASTICO EVOLUTION R822 P060 115X22MM NORTON";"";"NORTON";"UN";13,89;30,00;0,00;416,82;0,00;0,00;10,46;0,00;0,00;16,88;0,00;422,03
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10236";"DISCO HOOKIT 080 NORTON";"";"NORTON";"UN";2,38;7.140,00;0,00;17.012,10;0,00;0,00;427,06;0,00;0,00;1.205,73;0,00;17.224,75
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10226";"DISCO HOOKIT 150 NORTON";"";"NORTON";"UN";2,38;3.060,00;0,00;7.290,90;0,00;0,00;183,03;0,00;0,00;516,74;0,00;7.382,04
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10232";"DISCO HOOKIT 320 NORTON";"";"NORTON";"UN";2,31;1.020,00;0,00;2.353,20;0,00;0,00;59,08;0,00;0,00;95,30;0,00;2.382,62
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10234";"DISCO HOOKIT 400 NORTON";"";"NORTON";"UN";2,38;1.020,00;0,00;2.430,30;0,00;0,00;61,01;0,00;0,00;172,25;0,00;2.460,68
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10223";"DISCO HOOKIT 800 NORTON";"";"NORTON";"UN";2,31;204,00;0,00;470,64;0,00;0,00;11,81;0,00;0,00;19,06;0,00;476,52
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.85142";"FLAP DISCO P50 EVOLUTION 115X22,23MM NORTON";"";"NORTON";"UN";13,89;20,00;0,00;277,88;0,00;0,00;6,97;0,00;0,00;11,25;0,00;281,35
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.23426";"FLAP DISCO P60 CLASSIC 115X22 NORTON";"";"NORTON";"UN";6,98;100,00;0,00;697,88;0,00;0,00;17,52;0,00;0,00;49,46;0,00;706,60
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10238";"LIXA SECO A275 Nº 080 NORTON";"";"NORTON";"UN";2,29;1.000,00;0,00;2.293,45;0,00;0,00;57,57;0,00;0,00;92,88;0,00;2.322,12
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10239";"LIXA SECO A275 Nº 120 NORTON";"";"NORTON";"UN";2,37;200,00;0,00;473,73;0,00;0,00;11,89;0,00;0,00;33,58;0,00;479,65
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10240";"LIXA SECO A275 Nº 150 NORTON";"";"NORTON";"UN";2,29;1.400,00;0,00;3.210,83;0,00;0,00;80,61;0,00;0,00;130,04;0,00;3.250,97
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10241";"LIXA SECO A275 Nº 180 NORTON";"";"NORTON";"UN";2,29;200,00;0,00;458,69;0,00;0,00;11,51;0,00;0,00;18,58;0,00;464,42
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10242";"LIXA SECO A275 Nº 220 NORTON";"";"NORTON";"UN";2,29;1.000,00;0,00;2.293,45;0,00;0,00;57,57;0,00;0,00;92,88;0,00;2.322,12
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020007.10246";"LIXA SECO A275 Nº 800 NORTON";"";"NORTON";"UN";1,98;1.400,00;0,00;2.766,26;0,00;0,00;69,44;0,00;0,00;112,03;0,00;2.800,84
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020024.21646";"LIXADEIRA 6 3/16 MULTIFUNCIONAL NORTON";"";"NORTON";"UN";877,06;2,00;0,00;1.754,12;57,72;0,00;44,04;0,00;0,00;71,04;0,00;1.833,77
"000002465816-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020028.21385";"REDUTOR DE IMPACTO INTERFACE 152X0X6MM NORTON";"";"NORTON";"PC";42,21;12,00;0,00;506,52;0,00;0,00;12,72;0,00;0,00;35,90;0,00;512,85
"000002465817-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.10162";"DISCO AVOS F900 P 036 115X22.23MM NORTON";"";"NORTON";"UN";10,87;100,00;0,00;1.087,06;0,00;0,00;13,59;0,00;0,00;77,05;0,00;1.100,65
"000002465817-NF-009";"00000021 - SAINT- GOBAIN DO BRASIL PROD. IND. E CONSTR. LTDA";31/03/2026;"020040.23434";"DISCO DE CORTE CLASSIC AR102 115X1.0X22.23MM NORTON";"";"NORTON";"UN";2,51;50,00;0,00;125,44;0,00;0,00;1,57;0,00;0,00;8,89;0,00;127,01
